radius_fraction,radius_cm,temperature_k,density_g_cm3,hydrogen_fraction,metal_fraction,opacity_cm2_g,luminosity_erg_s
9.7499921400e-01,6.7857781900e+10,1.2677935200e+05,2.2437796200e-03,7.3736539800e-01,1.7991184000e-02,1.4375043900e+04,3.8514767100e+33
9.7518520500e-01,6.7870726400e+10,1.2576551500e+05,2.2116502300e-03,7.3736539800e-01,1.7991184000e-02,1.4692063100e+04,3.8514767100e+33
9.7536967300e-01,6.7883565000e+10,1.2476140600e+05,2.1799593600e-03,7.3736539800e-01,1.7991184000e-02,1.5005729900e+04,3.8514767100e+33
9.7555263300e-01,6.7896298600e+10,1.2376690500e+05,2.1487011000e-03,7.3736539800e-01,1.7991184000e-02,1.5320144300e+04,3.8514767100e+33
9.7573409700e-01,6.7908928100e+10,1.2278188300e+05,2.1178698700e-03,7.3736539800e-01,1.7991184000e-02,1.5635175300e+04,3.8514767100e+33
9.7591408000e-01,6.7921454500e+10,1.2180620200e+05,2.0874603800e-03,7.3736539800e-01,1.7991184000e-02,1.5950697700e+04,3.8514767100e+33
9.7609259400e-01,6.7933878700e+10,1.2083971200e+05,2.0574676400e-03,7.3736539800e-01,1.7991184000e-02,1.6266592100e+04,3.8514767100e+33
9.7626965300e-01,6.7946201600e+10,1.1988225700e+05,2.0278872500e-03,7.3736539800e-01,1.7991184000e-02,1.6582746300e+04,3.8514767100e+33
9.7644527000e-01,6.7958424200e+10,1.1893368800e+05,1.9987128500e-03,7.3736539800e-01,1.7991184000e-02,1.6899037900e+04,3.8514767100e+33
9.7661945800e-01,6.7970547300e+10,1.1799388400e+05,1.9699389700e-03,7.3736539800e-01,1.7991184000e-02,1.7215334200e+04,3.8514767100e+33
9.7679222900e-01,6.7982571700e+10,1.1706272100e+05,1.9415605300e-03,7.3736539800e-01,1.7991184000e-02,1.7531506200e+04,3.8514767100e+33
9.7696359600e-01,6.7994498500e+10,1.1614006400e+05,1.9135727100e-03,7.3736539800e-01,1.7991184000e-02,1.7847431500e+04,3.8514767100e+33
9.7713357200e-01,6.8006328400e+10,1.1522576900e+05,1.8859709300e-03,7.3736539800e-01,1.7991184000e-02,1.8162994700e+04,3.8514767100e+33
9.7730216800e-01,6.8018062400e+10,1.1431968400e+05,1.8587507400e-03,7.3736539800e-01,1.7991184000e-02,1.8478086000e+04,3.8514767100e+33
9.7746939800e-01,6.8029701200e+10,1.1342167600e+05,1.8319072400e-03,7.3736539800e-01,1.7991184000e-02,1.8792585000e+04,3.8514767100e+33
9.7763527300e-01,6.8041245700e+10,1.1253162000e+05,1.8054360200e-03,7.3736539800e-01,1.7991184000e-02,1.9106369400e+04,3.8514767100e+33
9.7779980500e-01,6.8052696800e+10,1.1164939100e+05,1.7793326700e-03,7.3736539800e-01,1.7991184000e-02,1.9415832900e+04,3.8514767100e+33
9.7796300600e-01,6.8064055200e+10,1.1077486100e+05,1.7535967000e-03,7.3736539800e-01,1.7991184000e-02,1.9722247200e+04,3.8514767100e+33
9.7812488700e-01,6.8075321700e+10,1.0990789900e+05,1.7282279600e-03,7.3736539800e-01,1.7991184000e-02,2.0027732400e+04,3.8514767100e+33
9.7828545700e-01,6.8086497100e+10,1.0904837500e+05,1.7032207900e-03,7.3736539800e-01,1.7991184000e-02,2.0332345800e+04,3.8514767100e+33
9.7844472900e-01,6.8097582100e+10,1.0819616800e+05,1.6785702500e-03,7.3736539800e-01,1.7991184000e-02,2.0636153700e+04,3.8514767100e+33
9.7860271300e-01,6.8108577400e+10,1.0735115700e+05,1.6542716600e-03,7.3736539800e-01,1.7991184000e-02,2.0939232200e+04,3.8514767100e+33
9.7875941900e-01,6.8119483800e+10,1.0651322600e+05,1.6303203200e-03,7.3736539800e-01,1.7991184000e-02,2.1241666300e+04,3.8514767100e+33
9.7891485700e-01,6.8130301900e+10,1.0568225400e+05,1.6067115200e-03,7.3736539800e-01,1.7991184000e-02,2.1543550700e+04,3.8514767100e+33
9.7906903700e-01,6.8141032600e+10,1.0485812200e+05,1.5834406500e-03,7.3736539800e-01,1.7991184000e-02,2.1844990500e+04,3.8514767100e+33
9.7922197100e-01,6.8151676400e+10,1.0404070900e+05,1.5605023500e-03,7.3736539800e-01,1.7991184000e-02,2.2146095400e+04,3.8514767100e+33
9.7937366800e-01,6.8162234100e+10,1.0322989200e+05,1.5378924700e-03,7.3736539800e-01,1.7991184000e-02,2.2446993600e+04,3.8514767100e+33
9.7952413700e-01,6.8172706500e+10,1.0242555700e+05,1.5156072200e-03,7.3736539800e-01,1.7991184000e-02,2.2747822700e+04,3.8514767100e+33
9.7967338900e-01,6.8183094100e+10,1.0162759200e+05,1.4936426500e-03,7.3736539800e-01,1.7991184000e-02,2.3048724800e+04,3.8514767100e+33
9.7982143400e-01,6.8193397700e+10,1.0083589400e+05,1.4719947300e-03,7.3736539800e-01,1.7991184000e-02,2.3349847200e+04,3.8514767100e+33
9.7996828000e-01,6.8203617900e+10,1.0005036200e+05,1.4506593100e-03,7.3736539800e-01,1.7991184000e-02,2.3651342700e+04,3.8514767100e+33
9.8011393800e-01,6.8213755300e+10,9.9270896300e+04,1.4296316100e-03,7.3736539800e-01,1.7991184000e-02,2.3950233300e+04,3.8514767100e+33
9.8025841700e-01,6.8223810700e+10,9.8497392600e+04,1.4089076000e-03,7.3736539800e-01,1.7991184000e-02,2.4249582300e+04,3.8514767100e+33
9.8040172600e-01,6.8233784700e+10,9.7729756300e+04,1.3884844100e-03,7.3736539800e-01,1.7991184000e-02,2.4549889700e+04,3.8514767100e+33
9.8054387400e-01,6.8243677900e+10,9.6967904600e+04,1.3683582300e-03,7.3736539800e-01,1.7991184000e-02,2.4851441800e+04,3.8514767100e+33
9.8068487000e-01,6.8253490900e+10,9.6211749500e+04,1.3485242800e-03,7.3736539800e-01,1.7991184000e-02,2.5154532700e+04,3.8514767100e+33
9.8082472300e-01,6.8263224400e+10,9.5461207100e+04,1.3289798100e-03,7.3736539800e-01,1.7991184000e-02,2.5459492200e+04,3.8514767100e+33
9.8096344100e-01,6.8272878900e+10,9.4716204700e+04,1.3097258700e-03,7.3736539800e-01,1.7991184000e-02,2.5766704900e+04,3.8514767100e+33
9.8110103300e-01,6.8282455000e+10,9.3976663900e+04,1.2907586300e-03,7.3736539800e-01,1.7991184000e-02,2.6076522300e+04,3.8514767100e+33
9.8123750700e-01,6.8291953200e+10,9.3242500400e+04,1.2720743200e-03,7.3736539800e-01,1.7991184000e-02,2.6389318500e+04,3.8514767100e+33
9.8137287000e-01,6.8301374200e+10,9.2513643400e+04,1.2536694600e-03,7.3736539800e-01,1.7991184000e-02,2.6705478600e+04,3.8514767100e+33
9.8150713000e-01,6.8310718400e+10,9.1790030100e+04,1.2355386300e-03,7.3736539800e-01,1.7991184000e-02,2.7025373800e+04,3.8514767100e+33
9.8164029500e-01,6.8319986400e+10,9.1071586500e+04,1.2176770800e-03,7.3736539800e-01,1.7991184000e-02,2.7349408600e+04,3.8514767100e+33
9.8177237300e-01,6.8329178700e+10,9.0358249900e+04,1.2000820600e-03,7.3736539800e-01,1.7991184000e-02,2.7678024300e+04,3.8514767100e+33
9.8190337100e-01,6.8338295900e+10,8.9649974200e+04,1.1827502000e-03,7.3736539800e-01,1.7991184000e-02,2.8011659700e+04,3.8514767100e+33
9.8203329800e-01,6.8347338500e+10,8.8946708800e+04,1.1656745200e-03,7.3736539800e-01,1.7991184000e-02,2.8351984800e+04,3.8514767100e+33
9.8216216100e-01,6.8356307100e+10,8.8248398500e+04,1.1488526000e-03,7.3736539800e-01,1.7991184000e-02,2.8701941600e+04,3.8514767100e+33
9.8228996700e-01,6.8365202100e+10,8.7555004800e+04,1.1322819300e-03,7.3736539800e-01,1.7991184000e-02,2.9058230300e+04,3.8514767100e+33
9.8241672400e-01,6.8374024100e+10,8.6866500200e+04,1.1159575500e-03,7.3736539800e-01,1.7991184000e-02,2.9421179400e+04,3.8514767100e+33
9.8254244000e-01,6.8382773600e+10,8.6182843200e+04,1.0998743000e-03,7.3736539800e-01,1.7991184000e-02,2.9791140300e+04,3.8514767100e+33
9.8266712100e-01,6.8391451200e+10,8.5504000500e+04,1.0840301900e-03,7.3736539800e-01,1.7991184000e-02,3.0168524300e+04,3.8514767100e+33
9.8279077700e-01,6.8400057400e+10,8.4829955800e+04,1.0684226300e-03,7.3736539800e-01,1.7991184000e-02,3.0553735200e+04,3.8514767100e+33
9.8291341300e-01,6.8408592600e+10,8.4160694300e+04,1.0530450700e-03,7.3736539800e-01,1.7991184000e-02,3.0947120400e+04,3.8514767100e+33
9.8303503800e-01,6.8417057400e+10,8.3496188400e+04,1.0378943600e-03,7.3736539800e-01,1.7991184000e-02,3.1349114800e+04,3.8514767100e+33
9.8315565800e-01,6.8425452300e+10,8.2836422900e+04,1.0229687900e-03,7.3736539800e-01,1.7991184000e-02,3.1760186300e+04,3.8514767100e+33
9.8327528100e-01,6.8433777800e+10,8.2181397000e+04,1.0082654500e-03,7.3736539800e-01,1.7991184000e-02,3.2180784500e+04,3.8514767100e+33
9.8339391500e-01,6.8442034400e+10,8.1531102900e+04,9.9377778300e-04,7.3736539800e-01,1.7991184000e-02,3.2611309600e+04,3.8514767100e+33
9.8351156600e-01,6.8450222700e+10,8.0885520300e+04,9.7950695900e-04,7.3736539800e-01,1.7991184000e-02,3.3052350700e+04,3.8514767100e+33
9.8362824100e-01,6.8458343000e+10,8.0244636800e+04,9.6545170400e-04,7.3736539800e-01,1.7991184000e-02,3.3504465000e+04,3.8514767100e+33
9.8374394700e-01,6.8466395900e+10,7.9608453400e+04,9.5160822000e-04,7.3736539800e-01,1.7991184000e-02,3.3968162800e+04,3.8514767100e+33
9.8385869100e-01,6.8474381800e+10,7.8976963500e+04,9.3796916100e-04,7.3736539800e-01,1.7991184000e-02,3.4445899400e+04,3.8514767100e+33
9.8397247900e-01,6.8482301200e+10,7.8350157200e+04,9.2453250200e-04,7.3736539800e-01,1.7991184000e-02,3.4937026700e+04,3.8514767100e+33
9.8408531800e-01,6.8490154600e+10,7.7728037600e+04,9.1129642100e-04,7.3736539800e-01,1.7991184000e-02,3.5441311700e+04,3.8514767100e+33
9.8419721600e-01,6.8497942400e+10,7.7110618500e+04,8.9825733600e-04,7.3736539800e-01,1.7991184000e-02,3.5959246200e+04,3.8514767100e+33
9.8430817900e-01,6.8505665200e+10,7.6497905300e+04,8.8540797500e-04,7.3736539800e-01,1.7991184000e-02,3.6491254000e+04,3.8514767100e+33
9.8441821400e-01,6.8513323400e+10,7.5889899700e+04,8.7274664800e-04,7.3736539800e-01,1.7991184000e-02,3.7037919700e+04,3.8514767100e+33
9.8452732800e-01,6.8520917500e+10,7.5286612900e+04,8.6027185600e-04,7.3736539800e-01,1.7991184000e-02,3.7599843400e+04,3.8514767100e+33
9.8463552800e-01,6.8528448000e+10,7.4688064600e+04,8.4798074400e-04,7.3736539800e-01,1.7991184000e-02,3.8177597300e+04,3.8514767100e+33
9.8474282200e-01,6.8535915400e+10,7.4094267400e+04,8.3586579000e-04,7.3736539800e-01,1.7991184000e-02,3.8771646000e+04,3.8514767100e+33
9.8484921600e-01,6.8543320100e+10,7.3505227600e+04,8.2392526200e-04,7.3736539800e-01,1.7991184000e-02,3.9382644100e+04,3.8514767100e+33
9.8495471700e-01,6.8550662800e+10,7.2920957400e+04,8.1215808000e-04,7.3736539800e-01,1.7991184000e-02,4.0011280700e+04,3.8514767100e+33
9.8505933200e-01,6.8557943800e+10,7.2341475800e+04,8.0056260800e-04,7.3736539800e-01,1.7991184000e-02,4.0658242700e+04,3.8514767100e+33
9.8516306900e-01,6.8565163700e+10,7.1766798700e+04,7.8913165200e-04,7.3736539800e-01,1.7991184000e-02,4.1324062700e+04,3.8514767100e+33
9.8526593500e-01,6.8572322900e+10,7.1196931400e+04,7.7786235100e-04,7.3736539800e-01,1.7991184000e-02,4.2009444400e+04,3.8514767100e+33
9.8536793700e-01,6.8579422000e+10,7.0631882500e+04,7.6675387300e-04,7.3736539800e-01,1.7991184000e-02,4.2719542500e+04,3.8514767100e+33
9.8546908200e-01,6.8586461400e+10,7.0071665500e+04,7.5580512300e-04,7.3736539800e-01,1.7991184000e-02,4.3461724800e+04,3.8514767100e+33
9.8556937700e-01,6.8593441700e+10,6.9516295200e+04,7.4501201300e-04,7.3736539800e-01,1.7991184000e-02,4.4225726700e+04,3.8514767100e+33
9.8566882900e-01,6.8600363400e+10,6.8965773700e+04,7.3437112300e-04,7.3736539800e-01,1.7991184000e-02,4.5011869700e+04,3.8514767100e+33
9.8576744500e-01,6.8607226900e+10,6.8420101400e+04,7.2388223100e-04,7.3736539800e-01,1.7991184000e-02,4.5820598300e+04,3.8514767100e+33
9.8586523200e-01,6.8614032700e+10,6.7879283900e+04,7.1354429600e-04,7.3736539800e-01,1.7991184000e-02,4.6652316800e+04,3.8514767100e+33
9.8596219700e-01,6.8620781200e+10,6.7343331500e+04,7.0335572600e-04,7.3736539800e-01,1.7991184000e-02,4.7507394900e+04,3.8514767100e+33
9.8605834700e-01,6.8627473000e+10,6.6812251300e+04,6.9330927200e-04,7.3736539800e-01,1.7991184000e-02,4.8385956200e+04,3.8514767100e+33
9.8615368800e-01,6.8634108500e+10,6.6286041600e+04,6.8340235000e-04,7.3736539800e-01,1.7991184000e-02,4.9288321200e+04,3.8514767100e+33
9.8624822800e-01,6.8640688300e+10,6.5764703600e+04,6.7363436300e-04,7.3736539800e-01,1.7991184000e-02,5.0214884800e+04,3.8514767100e+33
9.8634197300e-01,6.8647212800e+10,6.5248241700e+04,6.6400448200e-04,7.3736539800e-01,1.7991184000e-02,5.1166019900e+04,3.8514767100e+33
9.8643493100e-01,6.8653682400e+10,6.4736662600e+04,6.5451055500e-04,7.3736539800e-01,1.7991184000e-02,5.2142021700e+04,3.8514767100e+33
9.8652710900e-01,6.8660097800e+10,6.4229965500e+04,6.4514533300e-04,7.3736539800e-01,1.7991184000e-02,5.3142928600e+04,3.8514767100e+33
9.8661851300e-01,6.8666459300e+10,6.3728142600e+04,6.3590760800e-04,7.3736539800e-01,1.7991184000e-02,5.4169073800e+04,3.8514767100e+33
9.8670915100e-01,6.8672767500e+10,6.3231188800e+04,6.2679697300e-04,7.3736539800e-01,1.7991184000e-02,5.5220818000e+04,3.8514767100e+33
9.8679903100e-01,6.8679022900e+10,6.2739101300e+04,6.1781280900e-04,7.3736539800e-01,1.7991184000e-02,5.6311259300e+04,3.8514767100e+33
9.8688815800e-01,6.8685226000e+10,6.2251879000e+04,6.0895332300e-04,7.3736539800e-01,1.7991184000e-02,5.7432876600e+04,3.8514767100e+33
9.8697654000e-01,6.8691377200e+10,6.1769513600e+04,6.0021187200e-04,7.3736539800e-01,1.7991184000e-02,5.8580381500e+04,3.8514767100e+33
9.8706418500e-01,6.8697477100e+10,6.1291989500e+04,5.9158702800e-04,7.3736539800e-01,1.7991184000e-02,5.9753506600e+04,3.8514767100e+33
9.8715109900e-01,6.8703526100e+10,6.0819291900e+04,5.8307205400e-04,7.3736539800e-01,1.7991184000e-02,6.0951590300e+04,3.8514767100e+33
9.8723729100e-01,6.8709524900e+10,6.0351406900e+04,5.7467824100e-04,7.3736539800e-01,1.7991184000e-02,6.2175087100e+04,3.8514767100e+33
9.8732276600e-01,6.8715473800e+10,5.9888321300e+04,5.6639851600e-04,7.3736539800e-01,1.7991184000e-02,6.3423232800e+04,3.8514767100e+33
9.8740753300e-01,6.8721373300e+10,5.9430017800e+04,5.5822862000e-04,7.3736539800e-01,1.7991184000e-02,6.4695378600e+04,3.8514767100e+33
9.8749159600e-01,6.8727224000e+10,5.8976475200e+04,5.5016965700e-04,7.3736539800e-01,1.7991184000e-02,6.5991212400e+04,3.8514767100e+33
9.8757496500e-01,6.8733026200e+10,5.8527677900e+04,5.4222166900e-04,7.3736539800e-01,1.7991184000e-02,6.7310288200e+04,3.8514767100e+33
9.8765764400e-01,6.8738780500e+10,5.8083608900e+04,5.3438087800e-04,7.3736539800e-01,1.7991184000e-02,6.8651821100e+04,3.8514767100e+33
9.8773964100e-01,6.8744487300e+10,5.7644248000e+04,5.2664636800e-04,7.3736539800e-01,1.7991184000e-02,7.0015193500e+04,3.8514767100e+33
9.8782096200e-01,6.8750147100e+10,5.7209576200e+04,5.1901677600e-04,7.3736539800e-01,1.7991184000e-02,7.1399693400e+04,3.8514767100e+33
9.8790161400e-01,6.8755760300e+10,5.6779570800e+04,5.1148879900e-04,7.3736539800e-01,1.7991184000e-02,7.2804397100e+04,3.8514767100e+33
9.8798160400e-01,6.8761327400e+10,5.6354207800e+04,5.0406195300e-04,7.3736539800e-01,1.7991184000e-02,7.4228563700e+04,3.8514767100e+33
9.8806093800e-01,6.8766848900e+10,5.5933463900e+04,4.9673485200e-04,7.3736539800e-01,1.7991184000e-02,7.5685745400e+04,3.8514767100e+33
9.8813962400e-01,6.8772325200e+10,5.5517311700e+04,4.8950447300e-04,7.3736539800e-01,1.7991184000e-02,7.7166418700e+04,3.8514767100e+33
9.8821766700e-01,6.8777756900e+10,5.5105723200e+04,4.8236984700e-04,7.3736539800e-01,1.7991184000e-02,7.8663459700e+04,3.8514767100e+33
9.8829507500e-01,6.8783144300e+10,5.4698672700e+04,4.7532873600e-04,7.3736539800e-01,1.7991184000e-02,8.0175159600e+04,3.8514767100e+33
9.8837185400e-01,6.8788488000e+10,5.4296131900e+04,4.6837846400e-04,7.3736539800e-01,1.7991184000e-02,8.1699676100e+04,3.8514767100e+33
9.8844801200e-01,6.8793788400e+10,5.3898068700e+04,4.6152078400e-04,7.3736539800e-01,1.7991184000e-02,8.3235571900e+04,3.8514767100e+33
9.8852355400e-01,6.8799045900e+10,5.3504447800e+04,4.5475650500e-04,7.3736539800e-01,1.7991184000e-02,8.4781280800e+04,3.8514767100e+33
9.8859848600e-01,6.8804261100e+10,5.3115228700e+04,4.4808230200e-04,7.3736539800e-01,1.7991184000e-02,8.6334736800e+04,3.8514767100e+33
9.8867281600e-01,6.8809434300e+10,5.2730372800e+04,4.4149547600e-04,7.3736539800e-01,1.7991184000e-02,8.7893835100e+04,3.8514767100e+33
9.8874655000e-01,6.8814565900e+10,5.2349848000e+04,4.3499337600e-04,7.3736539800e-01,1.7991184000e-02,8.9456343500e+04,3.8514767100e+33
9.8881969400e-01,6.8819656600e+10,5.1973625100e+04,4.2857277000e-04,7.3736539800e-01,1.7991184000e-02,9.1019843300e+04,3.8514767100e+33
9.8889225600e-01,6.8824706800e+10,5.1601668400e+04,4.2223504100e-04,7.3736539800e-01,1.7991184000e-02,9.2582467000e+04,3.8514767100e+33
9.8896424200e-01,6.8829716800e+10,5.1233935200e+04,4.1598342000e-04,7.3736539800e-01,1.7991184000e-02,9.4142625600e+04,3.8514767100e+33
9.8903565700e-01,6.8834687200e+10,5.0870381200e+04,4.0981838200e-04,7.3736539800e-01,1.7991184000e-02,9.5698372400e+04,3.8514767100e+33
9.8910650800e-01,6.8839618200e+10,5.0510962600e+04,4.0373679800e-04,7.3736539800e-01,1.7991184000e-02,9.7247213200e+04,3.8514767100e+33
9.8917679900e-01,6.8844510300e+10,5.0155640900e+04,3.9773699200e-04,7.3736539800e-01,1.7991184000e-02,9.8786759700e+04,3.8514767100e+33
9.8924653700e-01,6.8849364000e+10,4.9804382400e+04,3.9181698400e-04,7.3736539800e-01,1.7991184000e-02,1.0031278400e+05,3.8514767100e+33
9.8931572900e-01,6.8854179500e+10,4.9457153400e+04,3.8597434700e-04,7.3736539800e-01,1.7991184000e-02,1.0182426600e+05,3.8514767100e+33
9.8938437900e-01,6.8858957400e+10,4.9113915800e+04,3.8020906800e-04,7.3736539800e-01,1.7991184000e-02,1.0331918400e+05,3.8514767100e+33
9.8945249400e-01,6.8863698100e+10,4.8774628800e+04,3.7452131600e-04,7.3736539800e-01,1.7991184000e-02,1.0479535400e+05,3.8514767100e+33
9.8952007900e-01,6.8868401900e+10,4.8439249400e+04,3.6890957500e-04,7.3736539800e-01,1.7991184000e-02,1.0625031800e+05,3.8514767100e+33
9.8958714100e-01,6.8873069200e+10,4.8107734800e+04,3.6337161900e-04,7.3736539800e-01,1.7991184000e-02,1.0768147100e+05,3.8514767100e+33
9.8965368500e-01,6.8877700500e+10,4.7780040800e+04,3.5790720000e-04,7.3736539800e-01,1.7991184000e-02,1.0908654900e+05,3.8514767100e+33
9.8971971700e-01,6.8882296200e+10,4.7456121800e+04,3.5251601400e-04,7.3736539800e-01,1.7991184000e-02,1.1046330300e+05,3.8514767100e+33
9.8978524200e-01,6.8886856600e+10,4.7135932000e+04,3.4719598400e-04,7.3736539800e-01,1.7991184000e-02,1.1180916300e+05,3.8514767100e+33
9.8985026600e-01,6.8891382200e+10,4.6819425700e+04,3.4194583300e-04,7.3736539800e-01,1.7991184000e-02,1.1312170700e+05,3.8514767100e+33
9.8991479600e-01,6.8895873300e+10,4.6506555700e+04,3.3676536600e-04,7.3736539800e-01,1.7991184000e-02,1.1439875900e+05,3.8514767100e+33
9.8997883500e-01,6.8900330300e+10,4.6197273500e+04,3.3165431500e-04,7.3736539800e-01,1.7991184000e-02,1.1563817800e+05,3.8514767100e+33
9.9004239100e-01,6.8904753600e+10,4.5891530600e+04,3.2661072600e-04,7.3736539800e-01,1.7991184000e-02,1.1683751000e+05,3.8514767100e+33
9.9010546800e-01,6.8909143600e+10,4.5589279600e+04,3.2163346000e-04,7.3736539800e-01,1.7991184000e-02,1.1799448400e+05,3.8514767100e+33
9.9016807200e-01,6.8913500700e+10,4.5290472200e+04,3.1672229500e-04,7.3736539800e-01,1.7991184000e-02,1.1910708800e+05,3.8514767100e+33
9.9023020800e-01,6.8917825300e+10,4.4995059300e+04,3.1187821400e-04,7.3736539800e-01,1.7991184000e-02,1.2017365500e+05,3.8514767100e+33
9.9029188100e-01,6.8922117600e+10,4.4702997600e+04,3.0710139200e-04,7.3736539800e-01,1.7991184000e-02,1.2119238500e+05,3.8514767100e+33
9.9035309700e-01,6.8926378000e+10,4.4414247700e+04,3.0239021300e-04,7.3736539800e-01,1.7991184000e-02,1.2212315300e+05,3.8514767100e+33
9.9041385900e-01,6.8930607000e+10,4.4128768300e+04,2.9774420100e-04,7.3736539800e-01,1.7991184000e-02,1.2299734800e+05,3.8514767100e+33
9.9047417200e-01,6.8934804700e+10,4.3846515900e+04,2.9316288100e-04,7.3736539800e-01,1.7991184000e-02,1.2381925200e+05,3.8514767100e+33
9.9053404200e-01,6.8938971500e+10,4.3567445100e+04,2.8864533900e-04,7.3736539800e-01,1.7991184000e-02,1.2458798600e+05,3.8514767100e+33
9.9059347300e-01,6.8943107700e+10,4.3291512700e+04,2.8418959900e-04,7.3736539800e-01,1.7991184000e-02,1.2530244700e+05,3.8514767100e+33
9.9065246900e-01,6.8947213700e+10,4.3018675500e+04,2.7979506700e-04,7.3736539800e-01,1.7991184000e-02,1.2596195500e+05,3.8514767100e+33
9.9071103600e-01,6.8951289800e+10,4.2748888500e+04,2.7546128000e-04,7.3736539800e-01,1.7991184000e-02,1.2656596300e+05,3.8514767100e+33
9.9076917700e-01,6.8955336300e+10,4.2482104600e+04,2.7118778700e-04,7.3736539800e-01,1.7991184000e-02,1.2711402000e+05,3.8514767100e+33
9.9082689800e-01,6.8959353600e+10,4.2218277000e+04,2.6697315800e-04,7.3736539800e-01,1.7991184000e-02,1.2760547800e+05,3.8514767100e+33
9.9088420300e-01,6.8963341900e+10,4.1957361300e+04,2.6281618400e-04,7.3736539800e-01,1.7991184000e-02,1.2803979500e+05,3.8514767100e+33
9.9094109700e-01,6.8967301500e+10,4.1699312800e+04,2.5871643100e-04,7.3736539800e-01,1.7991184000e-02,1.2841673400e+05,3.8514767100e+33
9.9099758300e-01,6.8971232900e+10,4.1444085600e+04,2.5467348000e-04,7.3736539800e-01,1.7991184000e-02,1.2873615500e+05,3.8514767100e+33
9.9105366800e-01,6.8975136300e+10,4.1191632400e+04,2.5068687900e-04,7.3736539800e-01,1.7991184000e-02,1.2899799900e+05,3.8514767100e+33
9.9110935500e-01,6.8979011900e+10,4.0941907100e+04,2.4675522900e-04,7.3736539800e-01,1.7991184000e-02,1.2920197600e+05,3.8514767100e+33
9.9116464800e-01,6.8982860200e+10,4.0694866200e+04,2.4287765500e-04,7.3736539800e-01,1.7991184000e-02,1.2934801300e+05,3.8514767100e+33
9.9121955200e-01,6.8986681400e+10,4.0450466200e+04,2.3905372900e-04,7.3736539800e-01,1.7991184000e-02,1.2943625400e+05,3.8514767100e+33
9.9127407200e-01,6.8990475800e+10,4.0208663400e+04,2.3528341300e-04,7.3736539800e-01,1.7991184000e-02,1.2946705800e+05,3.8514767100e+33
9.9132821000e-01,6.8994243800e+10,3.9969417600e+04,2.3156852800e-04,7.3736539800e-01,1.7991184000e-02,1.2944149700e+05,3.8514767100e+33
